dictionary,{{en-verb|dictionar|ies}}
retweak,{{en-verb}}
shmoose,{{en-verb|shmoos}}
silverise,{{en-verb|silveris}}
similise,{{en-verb|similis}}
sirenise,{{en-verb|sirenis}}
sloganise,{{en-verb|sloganis}}
soberise,{{en-verb|soberis}}
solecise,{{en-verb|solecis}}
sonnetise,{{en-verb|sonnetis}}
sorbitise,{{en-verb|sorbitis}}
sororise,{{en-verb|sororis}}
mana shuffle,{{en-verb|mana shuffles|mana shuffling|mana shuffled}}
mana weave,{{en-verb|mana weaves|mana weaving|mana wove|mana woven}}
mana-weave,{{en-verb|mana-weaves|mana-weaving|mana-wove|mana-woven}}
buck dance,{{en-verb|buck dances|buck dancing|buck danced}}
buckdance,{{en-verb|buckdances|buckdancing|buckdanced}}
hypersynchronize,{{en-verb|hypersynchroniz|ing}}
contractualise,{{en-verb|contractualis}}
schwebeablaut,{{en-verb}}
Jewify,{{en-verb|Jewif|ies}}
youthify,{{en-verb|youthifies|youthifying|youthified}}
misspecify,{{en-verb|misspecifies|misspecifying|misspecified}}
shambok,{{en-verb|shamboks|shambokking|shambokked}}
coincubate,{{en-verb|coincubat|es}}
reassort,{{en-verb}}
precompact,{{en-verb}}
whistle for,{{en-verb|whistles for|whistling for|whistled for}}
radiopasteurize,{{en-verb|radiopasteuriz|ing}}
radiosterilize,{{en-verb|radiosteriliz|ing}}
cloudseed,{{en-verb}}
polyesterify,{{en-verb|polyesterifies|polyesterifying|polyesterified}}
saw gourds,{{en-verb|head=[[saw]] [[gourd|gourds]]|saws gourds|sawing gourds|sawed gourds|sawed gourds|past_ptc2=sawn gourds}}
pogo-stick,{{en-verb}}
drop anchor,{{en-verb|drops anchor|dropping anchor|dropped anchor}}
shoe-horn,{{en-verb}}
flipple,{{en-verb|flippl|ing}}
sirple,{{en-verb|sirpl}}
overproliferate,{{en-verb|overproliferat}}
refragment,{{en-verb}}
blinkle,{{en-verb|blinkl|ing}}
civilianise,{{en-verb|civilianis}}
cardinalise,{{en-verb|cardinalis|ed}}
monoacylate,{{en-verb|monoacylat|ing}}
monoalkylate,{{en-verb|monoalkylat|ing}}
bioconvert,{{en-verb}}
coadapt,{{en-verb}}
reanesthetize,{{en-verb|reanesthetiz}}
lateralise,{{en-verb|lateralis}}
bioerode,{{en-verb|bioerod}}
woosh,{{en-verb|es}}
renovict,{{en-verb}}
ecstasise,{{en-verb|ecstasis}}
rematerialise,{{en-verb|rematerialis}}
cotranscribe,{{en-verb|cotranscrib}}
allelotype,{{en-verb|allelotyp|ing}}
disembed,{{en-verb|disembeds|disembedding|disembedded}}
beslather,{{en-verb}}
jumboise,{{en-verb|jumbois}}
kreasote,{{en-verb|kreasotes|kreasoting|kreasoted}}
gut shoot,{{en-verb|gut shoots|gut shooting|gut shot}}
gut-shoot,{{en-verb|gut-shoots|gut-shooting|gut-shot}}
upcode,{{en-verb|upcod|ing}}
gutshoot,{{en-verb|gutshoots|gutshooting|gutshot}}
infamise,{{en-verb|infamis}}
ingulph,{{en-verb}}
insolubilize,{{en-verb|insolubiliz}}
iridise,{{en-verb|iridis}}
insheath,{{en-verb}}
inveagle,{{en-verb|inveagl}}
missell,{{en-verb|missells|misselling|missold}}
insolubilise,{{en-verb|insolubilis}}
reparameterize,{{en-verb|reparameteriz}}
nickelise,{{en-verb|nickelis}}
nomadise,{{en-verb|nomadis}}
nodalise,{{en-verb|nodalis}}
profundicate,{{en-verb|profundicat}}
profundify,{{en-verb|profundifies|profundifying|profundified}}
rediagnose,{{en-verb|rediagnos}}
reincubate,{{en-verb|reincubat}}
mischannel,{{en-verb|mischannels|mischanneling|pres_ptc2=mischannelling|mischanneled|past2=mischannelled}}
misposition,{{en-verb}}
misrely,{{en-verb|misrelies|misrelying|misrelied}}
misstart,{{en-verb}}
misstop,{{en-verb|misstops|misstopping|misstopped}}
premoisten,{{en-verb}}
glip,{{en-verb|glips|glipping|glipped}}
deculturate,{{en-verb|deculturat}}
zizzle,{{en-verb|zizzl}}
rebrief,{{en-verb}}
disattend,{{en-verb}}
agrandize,{{en-verb|agrandiz}}
Romanise,{{en-verb|Romanis}}
go to the restroom,{{en-verb|goes to the restroom|going to the restroom|went to the restroom}}
go to the washroom,{{en-verb|goes to the washroom|going to the washroom|went to the washroom|gone to the washroom}}
use the bathroom,{{en-verb|uses the bathroom|using the bathroom|used the bathroom}}
use the restroom,{{en-verb|uses to the restroom|using to the restroom|used to the restroom}}
use the washroom,{{en-verb|uses to the washroom|using to the washroom|used to the washroom}}
use the toilet,{{en-verb|uses to the toilet|using to the toilet|used to the toilet}}
octaviate,{{en-verb|octaviat|ing}}
rhamnosylate,{{en-verb|rhamnosylat|ing}}
xylosylate,{{en-verb|xylosylat|ing}}
pick at,{{en-verb|picks at|picking at|picked at}}
decategorise,{{en-verb|decategorises|decategorising|decategorised|decategorised}}
carbamylate,{{en-verb|carbamylat|ing}}
Norwegianise,{{en-verb|Norwegianises|Norwegianising|Norwegianised|Norwegianised}}
autosteer,{{en-verb}}
deroof,{{en-verb}}
underutilise,{{en-verb|underutilis}}
vitrectomize,{{en-verb|vitrectomiz}}
mispen,{{en-verb|mispens|mispenning|mispenned}}
misact,{{en-verb}}
prenumber,{{en-verb}}
prewarm,{{en-verb}}
check and balance,{{en-verb|checks and balances|checking and balancing|checked and balanced}}
schmoose,{{en-verb|schmoos}}
schmooz,{{en-verb|schmooz|es}}
polysensitize,{{en-verb|polysensitiz|ing}}
ironicise,{{en-verb|ironicis}}
overdistribute,{{en-verb|overdistribut}}
overconcentrate,{{en-verb|overconcentrat}}
underrecord,{{en-verb}}
multifurcate,{{en-verb|multifurcat}}
silanise,{{en-verb|silanis}}
take up the mantle,{{en-verb|takes up the mantle|taking up the mantle|took up the mantle}}
undertrain,{{en-verb}}
sautee,{{en-verb|sautees|sauteeing|sauteed}}
decidualise,{{en-verb|decidualis}}
sepult,{{en-verb|}}
Ferberize,{{en-verb|Ferberiz}}
miscatalogue,{{en-verb|miscatalogu}}
miscatalog,{{en-verb}}
misrefer,{{en-verb|misrefers|misreferring|misreferred}}
misstyle,{{en-verb|misstyl}}
boobfeed,{{en-verb|boobfeeds|boobfeeding|boobfed}}
get with the times,{{en-verb|gets with the times|getting with the times|got with the times|got with the times|past_ptc_qual=UK|past_ptc2=gotten with the times|past_ptc2_qual=US}}
topdeck,{{en-verb}}
kerb crawl,{{en-verb}}
hipsterfy,{{en-verb|hipsterfies|hipsterfying|hipsterfied}}
amound,{{en-verb}}
redetain,{{en-verb}}
minorize,{{en-verb|minoriz}}
deash,{{en-verb|deashes|deashing|deashed}}
dedust,{{en-verb}}
oligomerise,{{en-verb|oligomeris}}
turn Turk,{{en-verb|turns Turk|turning Turk|turned Turk}}
bedog,{{en-verb|bedogg|ing}}
lallate,{{en-verb|lallates|lallating|lallated}}
univerbate,{{en-verb|univerbat|ing}}
debenzylate,{{en-verb|debenzylat}}
preconcentrate,{{en-verb|preconcentrat}}
coinfect,{{en-verb}}
unwall,{{en-verb}}
wantonise,{{en-verb|wantonis}}
quelch,{{en-verb|quelches|quelching|quelched}}
quizzify,{{en-verb|quizzifies|quizzifying|quizzified}}
carnap,{{en-verb|carnaps|carnapping|carnapped}}
zirconiate,{{en-verb|zirconiat|ed}}
trailblaze,{{en-verb|trailblazes|trailblazing|trailblazed}}
indrench,{{en-verb|indrench|es}}
inpour,{{en-verb}}
ungum,{{en-verb|ungums|ungumming|ungummed}}
unlid,{{en-verb|unlids|unlidding|unlidded}}
postedit,{{en-verb}}
womanhandle,{{en-verb|womanhandl|ing}}
prechill,{{en-verb}}
woman-handle,{{en-verb|woman-handl|ing}}
pave the road to hell,{{en-verb|paves the road to hell|paving the road to hell|paved the road to hell}}
monophosphorylate,{{en-verb|monophosphorylat|ing}}
vernalise,{{en-verb|vernalis}}
volcanise,{{en-verb|volcanis}}
vowelise,{{en-verb|vowelis}}
unboil,{{en-verb}}
interstitch,{{en-verb|es}}
monotonize,{{en-verb|monotoniz|ing}}
overbrush,{{en-verb|es}}
face up,{{en-verb|faces up|facing up|faced up}}
parabolize,{{en-verb|paraboliz|ing}}
biotinylate,{{en-verb|biotinylat|ing}}
defasciculate,{{en-verb|defasciculat|ing}}
reacetylate,{{en-verb|reacetylat}}
agglutinize,{{en-verb|agglutiniz|ing}}
renodulate,{{en-verb|renodulat|ing}}
heterodimerise,{{en-verb|heterodimeris}}
redrape,{{en-verb|redrap}}
heptamerize,{{en-verb|heptameriz|ing}}
fertigate,{{en-verb|fertigat}}
derivatise,{{en-verb|derivatis}}
monomerise,{{en-verb|monomeris}}
retransfect,{{en-verb}}
revascularize,{{en-verb|revasculariz}}
incentify,{{en-verb|ies}}
microstimulate,{{en-verb|microstimulat}}
denoise,{{en-verb|denois}}
Graecize,{{en-verb|Graeciz}}
trip-trap,{{en-verb|trip-trapp}}
triptrap,{{en-verb|triptrapp}}
Gaelicise,{{en-verb|Gaelicis}}
Gaelicize,{{en-verb|Gaeliciz}}
genialise,{{en-verb|genialis}}
genialize,{{en-verb|genializ}}
alienize,{{en-verb|alieniz|ing}}
alienise,{{en-verb|alienis|ing}}
panfry,{{en-verb|panfries|panfrying|panfried}}
feel someone's pain,{{en-verb|feels someone's pain|feeling someone's pain|felt someone's pain}}
pawaw,{{en-verb}}
make it rain,{{en-verb|makes it rain|making it rain|made it rain}}
polemize,{{en-verb|polemiz}}
pursew,{{en-verb}}
poursue,{{en-verb|poursu}}
poursew,{{en-verb}}
powellise,{{en-verb|powellis}}
powellize,{{en-verb|powelliz}}
powwaw,{{en-verb}}
Prussianise,{{en-verb|Prussianis}}
necro-bump,{{en-verb}}
algorithmicize,{{en-verb|algorithmiciz}}
stir shit,{{en-verb|stirs shit|stirring shit|stirred shit}}
give out stink,{{en-verb|gives out stink|giving out stink|gave out stink|given out stink}}
radialise,{{en-verb|radialis}}
rampauge,{{en-verb|rampaug}}
reaccede,{{en-verb|reacced}}
reaccent,{{en-verb}}
reconcede,{{en-verb|reconced}}
reacclimatize,{{en-verb|reacclimatiz}}
reactuate,{{en-verb|reactuat}}
rearouse,{{en-verb|rearous}}
reavail,{{en-verb}}
reavow,{{en-verb}}
reblend,{{en-verb}}
recentrifuge,{{en-verb|recentrifug}}
rechromatograph,{{en-verb}}
redamage,{{en-verb|redamag}}
redefy,{{en-verb|redefies|redefying|redefied}}
reembroider,{{en-verb}}
reskew,{{en-verb}}
reskue,{{en-verb|resku}}
reslate,{{en-verb|reslat}}
respiritualize,{{en-verb|respiritualiz}}
sulfenylate,{{en-verb|sulfenylat|ing}}
tectonize,{{en-verb|tectoniz|ing}}
reconvolve,{{en-verb|reconvolv}}
finitize,{{en-verb|finitiz}}
prewet,{{en-verb|prewets|prewetting|prewet|past2=prewetted}}
resecrete,{{en-verb|resecret}}
recellularize,{{en-verb|recellulariz}}
give a bugger,{{en-verb|gives a bugger|giving a bugger|gave a bugger|given a bugger}}
ragoo,{{en-verb}}
redetach,{{en-verb|redetaches|redetaching|redetached}}
resuture,{{en-verb|resutur}}
monomialize,{{en-verb|monomializ|ed}}
misfocus,{{en-verb|misfocuses|pres_3sg2=misfocusses|misfocusing|pres_ptc2=misfocussing|misfocused|past2=misfocussed}}
missuit,{{en-verb}}
impocket,{{en-verb}}
pocket dial,{{en-verb}}
chemicalise,{{en-verb|chemicalis}}
desterilize,{{en-verb|desteriliz}}
ovariectomise,{{en-verb|ovariectomis}}
singularise,{{en-verb|singularis}}
cospeciate,{{en-verb|cospeciat|ing}}
lairise,{{en-verb|lairis}}
balls on,{{en-verb|ballses on|ballsing on|ballsed on}}
balls about,{{en-verb|ballses about|ballsing about|ballsed about}}
balls around,{{en-verb|ballses around|ballsing around|ballsed around}}
Paulinize,{{en-verb|Pauliniz}}
Petrinize,{{en-verb|Petriniz}}
agnosticize,{{en-verb|agnosticiz}}
electronify,{{en-verb|electronifies|electronifying|electronified}}
volvulate,{{en-verb|volvulat}}
spermiate,{{en-verb|spermiat}}
side-slip,{{en-verb|side-slipp}}
deflea,{{en-verb}}
uncoat,{{en-verb}}
over-indulge,{{en-verb|over-indulg}}
undercorrect,{{en-verb}}
reequilibrate,{{en-verb|reequilibrat}}
re-elevate,{{en-verb|re-elevat}}
citrullinate,{{en-verb|citrullinat}}
cofacilitate,{{en-verb|cofacilitat}}
comodulate,{{en-verb|comodulat|ing}}
prehybridize,{{en-verb|prehybridiz|ing}}
smoltify,{{en-verb|smoltifies|smoltifying|smoltified}}
vacuolize,{{en-verb|vacuoliz}}
codistribute,{{en-verb|codistribut}}
defluorinate,{{en-verb|defluorinat}}
catabolise,{{en-verb|catabolis}}
de-fluorinate,{{en-verb|de-fluorinat}}
diafiltrate,{{en-verb|diafiltrat}}
aglomerate,{{en-verb|aglomerat}}
fissurate,{{en-verb|fissurat}}
fistulize,{{en-verb|fistuliz}}
chemoattract,{{en-verb}}
esterize,{{en-verb|esteriz}}
epoxidate,{{en-verb|epoxidat}}
neovascularize,{{en-verb|neovasculariz}}
exogastrulate,{{en-verb|exogastrulat}}
tolerise,{{en-verb|toleris}}
biotest,{{en-verb}}
coextract,{{en-verb}}
coamplify,{{en-verb|coamplif|ies}}
micellize,{{en-verb|micelliz}}
immunomodulate,{{en-verb|immunomodulat}}
co-amplify,{{en-verb|co-amplif|ies}}
re-occlude,{{en-verb|re-occlud}}
reocclude,{{en-verb|reocclud}}
sinusoidalize,{{en-verb|sinusoidaliz}}
preincubate,{{en-verb|preincubat}}
pre-incubate,{{en-verb|pre-incubat}}
dipnet,{{en-verb|dipnets|dipnetting|dipnetted}}
talk through one's nose,{{en-verb|talks through one's nose|talking through one's nose|talked through one's nose}}
talk out of one's ass,{{en-verb|talks out of one's ass|talking out of one's ass|talked out of one's ass}}
talk through one's ass,{{en-verb|talks through one's ass|talking through one's ass|talked through one's ass}}
deconjugate,{{en-verb|deconjugat}}
deadapt,{{en-verb}}
de-adapt,{{en-verb}}
re-adapt,{{en-verb}}
reventilate,{{en-verb|reventilat}}
re-ventilate,{{en-verb|re-ventilat}}
digitilize,{{en-verb|digitiliz}}
deallergize,{{en-verb|deallergiz}}
de-allergize,{{en-verb|de-allergiz}}
shop-lift,{{en-verb}}
oversecrete,{{en-verb|oversecret}}
over-secrete,{{en-verb|over-secret}}
maldigest,{{en-verb}}
reelevate,{{en-verb|reelevat}}
recement,{{en-verb}}
re-cement,{{en-verb}}
gatkruip,{{en-verb|gatkruips|gatkruiping|gatkruiped}}
crease up,{{en-verb|creases up|creasing up|creased up}}
emblematise,{{en-verb|emblematis|ed}}
demask,{{en-verb}}
medialise,{{en-verb|medialis}}
photopolymerize,{{en-verb|photopolymeriz}}
resolubilize,{{en-verb|resolubiliz}}
rewalt,{{en-verb}}
de-toxify,{{en-verb|de-toxifies|de-toxifying|de-toxified}}
hyperinflate,{{en-verb|hyperinflat}}
hyperhydrate,{{en-verb|hyperhydrat}}
bovrilise,{{en-verb|bovrilis}}
bovrilize,{{en-verb|bovriliz}}
knit yoghurt,{{en-verb|knits yoghurt|knitting yoghurt|knitted yoghurt}}
upmake,{{en-verb|upmakes|upmaking|upmade|upmade}}
coappear,{{en-verb}}
leave someone holding the baby,{{en-verb|leaves someone holding the baby|leaving someone holding the baby|left someone holding the baby}}
fall on hard times,{{en-verb|falls on hard times|falling on hard times|fell on hard times|fallen on hard times}}
guest-star,{{en-verb|guest-starr|head=[[guest]]-[[star]]}}
reunlock,{{en-verb}}
destring,{{en-verb}}
goose-wing,{{en-verb}}
reskim,{{en-verb|reskims|reskimming|reskimmed}}
chromicize,{{en-verb|chromiciz}}
dansylate,{{en-verb|dansylat}}
decannulate,{{en-verb|decannulat}}
demasculinise,{{en-verb|demasculinis}}
immunoexpress,{{en-verb|es}}
immunoinhibit,{{en-verb}}
repilot,{{en-verb}}
protocolise,{{en-verb|protocolis}}
lead by example,{{en-verb|lead by example|leads by example|led by example}}
dial up,{{en-verb|dials up|dialing up|dialed up}}
dial into,{{en-verb|dials into|dialing into|dialed into}}
goof on,{{en-verb|goofs on|goofing on|goofed on}}
hutch up,{{en-verb|hutches up|hutching up|hutched up}}
cowboy up,{{en-verb|cowboys up|cowboying up|cowboyed up}}
scuzz up,{{en-verb|scuzzes up|scuzzing up|scuzzed up}}
dampen off,{{en-verb|dampens off|dampening off|dampened off}}
postfilter,{{en-verb}}
neuromodulate,{{en-verb|neuromodulat|ing}}
preimmunize,{{en-verb|preimmuniz|ing}}
Syrianise,{{en-verb|Syrianises|Syrianising|Syrianised}}
tracheostomize,{{en-verb|tracheostomiz}}
liturgize,{{en-verb|liturgiz}}
aptoprecipitate,{{en-verb|aptoprecipitat|ing}}
flush out,{{en-verb|flushes out|flushing out|flushed out}}
reappreciate,{{en-verb|reappreciat}}
despam,{{en-verb|despamm}}
carbamidomethylate,{{en-verb|carbamidomethylat}}
depeptidize,{{en-verb|depeptidiz}}
unspam,{{en-verb|unspamm}}
lingualize,{{en-verb|lingualiz}}
reenvisage,{{en-verb|reenvisag}}
re-envisage,{{en-verb|re-envisag}}
rereturn,{{en-verb}}
ultrametricize,{{en-verb|ultrametriciz|ing}}
lichenize,{{en-verb|licheniz}}
preabsorb,{{en-verb}}
pseudocolorize,{{en-verb|pseudocoloriz|ing}}
kickbox,{{en-verb|kickboxes|kickboxing|kickboxed}}
appoynt,{{en-verb}}
misdeliver,{{en-verb}}
self-perfect,{{en-verb|head=[[self]]-[[perfect]]}}
self-normalize,{{en-verb|self-normaliz|head=[[self]]-[[normalize]]}}
self-focus,{{en-verb|head=[[self]]-[[focus]]|self-focuses|pres_3sg2=self-focusses|self-focusing|pres_ptc2=self-focussing|self-focused|past2=self-focussed}}
self-annihilate,{{en-verb|self-annihilat|head=[[self]]-[[annihilate]]}}
re-enchant,{{en-verb}}
electropolish,{{en-verb|electropolishes|electropolishing|electropolished}}
unfry,{{en-verb|unfries|unfrying|unfried}}
tuckpoint,{{en-verb}}
undermark,{{en-verb}}
overmark,{{en-verb}}
self-heal,{{en-verb|head=[[self]]-[[heal]]}}
self-create,{{en-verb|head=[[self]]-[[create]]|self-creat}}
take out an onion,{{en-verb|takes out an onion|taking out an onion|taken out an onion|took out an onion}}
predilate,{{en-verb|predilat|ing}}
cotreat,{{en-verb}}
re-swear,{{en-verb|re-swears|re-swearing|re-swore|re-sworn}}
nucleoporate,{{en-verb|nucleoporat|ing}}
hierarchise,{{en-verb|hierarchis}}
coharbour,{{en-verb}}
tetramerize,{{en-verb|tetrameriz|ing}}
reshampoo,{{en-verb}}
refoul,{{en-verb}}
re-sentence,{{en-verb|re-sentenc}}
overrecruit,{{en-verb}}
over-recruit,{{en-verb}}
match-merge,{{en-verb|match-merg|head=[[match]]-[[merge]]}}
cross-check,{{en-verb}}
o'erload,{{en-verb}}
o'erlook,{{en-verb}}
merge-sort,{{en-verb}}
co-create,{{en-verb|co-creat}}
co-register,{{en-verb}}
co-promote,{{en-verb|co-promot}}
co-produce,{{en-verb|co-produc}}
co-publish,{{en-verb|es}}
co-purify,{{en-verb|co-purifies|co-purifying|co-purified|co-purified}}
gimble,{{en-verb|gimbl|ing}}
drop a load,{{en-verb|drops a load|dropping a load|dropped a load}}
get it through one's skull,{{en-verb|gets it through one's skull|getting it through one's skull|got it through one's skull|gotten it through one's skull}}
counterdye,{{en-verb|counterdyes|counterdyeing|counterdyed|counterdyed}}
micritize,{{en-verb|micritiz|ing}}
shit out,{{en-verb|shits out|shitting out|shat out}}
short sheet,{{en-verb}}
dechorionize,{{en-verb|dechorioniz|ing}}
transparentise,{{en-verb}}
morselize,{{en-verb|morseliz|ing}}
heave to,{{en-verb|heaving to|heaved to|past2=hove to|heaved to|past_ptc2=hove to|past_ptc3=hoven to}}
outtackle,{{en-verb|outtackl}}
reexplore,{{en-verb|reexplor}}
permeabilise,{{en-verb|permeabilis}}
shut-up,{{en-verb|shuts-up|shutting-up|shut-up}}
tracheostomise,{{en-verb|tracheostomis}}
colocalise,{{en-verb|colocalis}}
bandy around,{{en-verb|bandies around|bandying around|bandied around}}
bandy about,{{en-verb|bandies about|bandying about|bandied about}}
storm off,{{en-verb|storms off|storming off|stormed off}}
dick about,{{en-verb|dicks about|dicking about|dicked about}}
live beyond one's means,{{en-verb|lives beyond one's means|living beyond one's means|lived beyond one's means}}
dealcoholize,{{en-verb|dealcoholiz}}
penelopize,{{en-verb|penelopizes|penelopizing|penelopized}}
penelopise,{{en-verb|penelopises|penelopising|penelopised}}
Penelopise,{{en-verb|Penelopises|Penelopising|Penelopised}}
Penelopize,{{en-verb|Penelopizes|Penelopizing|Penelopized}}
deisotope,{{en-verb|deisotop|ing}}
intercalibrate,{{en-verb|intercalibrat|ing}}
unregulate,{{en-verb|unregulat}}
karstify,{{en-verb|karstifies|karstifying|karstified}}
overstack,{{en-verb}}
unshuffle,{{en-verb|unshuffl}}
reslice,{{en-verb|reslic}}
preopsonize,{{en-verb|preopsoniz|ing}}
hulk out,{{en-verb|hulks out|hulking out|hulked out}}
hulk off,{{en-verb|hulks off|hulking off|hulked off}}
requantify,{{en-verb|requantifies|requantifying|requantified}}
detransition,{{en-verb}}
buzzle,{{en-verb|buzzl|ing}}
upconcentrate,{{en-verb|upconcentrat|ing}}
uncake,{{en-verb|uncak}}
undertax,{{en-verb|undertaxes|undertaxing|undertaxed}}
untax,{{en-verb|untaxes|untaxing|untaxed}}
presterilize,{{en-verb|presteriliz}}
prestructure,{{en-verb|prestructur}}
presweeten,{{en-verb}}
preslice,{{en-verb|preslic}}
sequetype,{{en-verb|sequetyp|ing}}
Lawsonize,{{en-verb|Lawsoniz}}
Tarbellize,{{en-verb|Tarbelliz}}
filmise,{{en-verb|filmis|ing}}
hallal,{{en-verb|pres_ptc2=hallalling|past2=hallalled}}
hibernise,{{en-verb|hibernis}}
hysterectomize,{{en-verb|hysterectomiz}}
hea',{{en-verb|hea'|hearin'|heard}}
wurship,{{en-verb|wurships|wurshipping|wurshipped}}
arm wrestle,{{en-verb|arm wrestles|arm wrestling|arm wrestled}}
reenrol,{{en-verb}}
laryngectomize,{{en-verb|laryngectomiz}}
logicise,{{en-verb|logicis}}
pocket-dial,{{en-verb|head=[[pocket]]-[[dial]]}}
step to,{{en-verb|steps to|stepping to|stepped to}}
short tag,{{en-verb|short tags|short tagging|short tagged|short tagged}}
cofeed,{{en-verb|cofeeds|cofeeding|cofed}}
hyperexcrete,{{en-verb|hyperexcret}}
precomplex,{{en-verb|es}}
grock,{{en-verb}}
repolymerize,{{en-verb|repolymeriz}}
preproduce,{{en-verb|preproduc}}
hypercolonize,{{en-verb|hypercoloniz}}
immunoprobe,{{en-verb|immunoprob}}
filmset,{{en-verb|filmsets|filmsetting|filmset}}
eye-roll,{{en-verb|eye-rolls|eye-rolling|eye-rolled}}
eye roll,{{en-verb}}
eyeroll,{{en-verb}}
antiracialize,{{en-verb|antiracializ}}
anti-racialize,{{en-verb|anti-racalizes|anti-racializing|anti-racialized}}
rudden,{{en-verb}}
spatialise,{{en-verb|spatialis}}
speed stack,{{en-verb}}
adonise,{{en-verb|adonis}}
Adonise,{{en-verb|Adonis}}
Adonize,{{en-verb|Adoniz}}
reagitate,{{en-verb|reagitat}}
mellow out,{{en-verb|mellows out|mellowing out|mellowed out}}
lepak,{{en-verb}}
freeze-frame,{{en-verb|freeze-fram|ed}}
creatify,{{en-verb|creatif|ies}}
reaccrete,{{en-verb|reaccret}}
quickscope,{{en-verb|quickscop}}
scope in,{{en-verb|scopes in|scoping in|scoped in|scoped in}}
misappraise,{{en-verb|misapprais}}
nontender,{{en-verb}}
underirrigate,{{en-verb|underirrigat}}
overirrigate,{{en-verb|overirrigat}}
turn two,{{en-verb|turns two|turning two|turned two}}
embourgeoise,{{en-verb|embourgeois}}
remilitarise,{{en-verb|remilitaris}}
reenergise,{{en-verb|reenergis}}
zoukify,{{en-verb|zoukifies|zoukifying|zoukified}}
rearraign,{{en-verb}}
chocolatize,{{en-verb|chocolatiz}}
subdrain,{{en-verb}}
lube up,{{en-verb|lubes up|lubing up|lubed up}}
roll up on,{{en-verb|rolls up on|rolling up on|rolled up on}}
self-actualize,{{en-verb|self-actualizes|self-actualizing|self-actualized}}
self-actualise,{{en-verb|self-actualises|self-actualising|self-actualised}}
break camp,{{en-verb|breaks camp|breaking camp|broke camp}}
cantonise,{{en-verb|cantonis}}
caponise,{{en-verb|caponis}}
capsulise,{{en-verb|capsulis}}
carburise,{{en-verb|carburis}}
carnalise,{{en-verb|carnalis}}
catharise,{{en-verb|catharis}}
oversocialize,{{en-verb|oversocializ}}
bessemerize,{{en-verb|bessemeriz}}
splash-land,{{en-verb}}
outfriend,{{en-verb}}
spawnkill,{{en-verb}}
spawn kill,{{en-verb}}
spawn-kill,{{en-verb}}
out-friend,{{en-verb}}
re-accredit,{{en-verb}}
dry-lab,{{en-verb|dry-labb}}
templatise,{{en-verb|templatis}}
artificialise,{{en-verb|artificialis}}
hiff,{{en-verb|hiffs|hiffing|hiffed|hiffed}}
disenclave,{{en-verb|disenclav}}
imprint on,{{en-verb|imprints on|imprinting on|imprinted on}}
molly wop,{{en-verb|molly wops|molly wopping|molly wopped|head=molly wop}}
have a wild hair to,{{en-verb|has a wild hair to|having a wild hair to|had a wild hair to}}
rust out,{{en-verb|rusts out|rusting out|rusted out}}
sack up,{{en-verb|sacks up|sacking up|sacked up}}
co-pattern,{{en-verb}}
copattern,{{en-verb}}
undrink,{{en-verb|undrinks|undrinking|undrank|undrunk}}
mirandarize,{{en-verb|mirandariz}}
underkill,{{en-verb}}
sloganize,{{en-verb|sloganiz}}
kreese,{{en-verb|krees}}
deadstart,{{en-verb}}
wauk,{{en-verb}}
untense,{{en-verb|untens}}
hulloa,{{en-verb}}
trashify,{{en-verb|trashif|ies}}
overrespond,{{en-verb}}
bioanalyze,{{en-verb|bioanalyz}}
re-stigmatize,{{en-verb|re-stigmatiz}}
uncodify,{{en-verb|uncodif|ies}}
decodify,{{en-verb|decodif|ies}}
miscodify,{{en-verb|miscodif|ies}}
overemploy,{{en-verb}}
tetramerise,{{en-verb|tetrameris}}
exiguate,{{en-verb|exiguat}}
embog,{{en-verb|embogs|embogging|embogged}}
enarm,{{en-verb}}
ethicise,{{en-verb|ethicis}}
eunuchise,{{en-verb|eunuchis}}
euphuise,{{en-verb|euphuis}}
fenagle,{{en-verb|fenagl}}
fetichize,{{en-verb|fetichiz}}
fetichise,{{en-verb|fetichis}}
overencourage,{{en-verb|overencourag}}
overmine,{{en-verb|overmin}}
overthin,{{en-verb|overthins|overthinning|overthinned}}
repeg,{{en-verb|repegs|repegging|repegged}}
resilver,{{en-verb}}
unbaptise,{{en-verb|unbaptis}}
unpaper,{{en-verb}}
swaver,{{en-verb}}
do of,{{en-verb|does of|doing of|did of|done of}}
backtroll,{{en-verb}}
unsquash,{{en-verb|unsquashes|unsquashing|unsquashed}}
dial down,{{en-verb|dials down|dialing down|dialed down}}
dial back,{{en-verb|dials back|dialing back|dialed back}}
tip back,{{en-verb|tips back|tipping back|tipped back}}
coinherit,{{en-verb}}
co-inherit,{{en-verb}}
live-trap,{{en-verb|live-trapp|head=[[live]]-[[trap]]}}
livetrap,{{en-verb|livetrapp|head=[[live]][[trap]]}}
count cards,{{en-verb|counts cards|counting cards|counted cards}}
crash dive,{{en-verb|crash dives|crashing diving|crash dived|past2=crash dove|crash dived}}
crash-dive,{{en-verb|head=[[crash]][[-]][[dive]]|crash-dives|crashing-diving|crash-dived|past2=crash-dove|crash-dived}}
steddy,{{en-verb|steddies|steddying|steddied}}
misgrace,{{en-verb|misgrac|ing}}
postprocess,{{en-verb|postprocesses|postprocessing|postprocessed}}
inquere,{{en-verb|inquer}}
interinfluence,{{en-verb|interinfluenc}}
interinvolve,{{en-verb|interinvolv}}
